"ID","Award Number","Project Title","Award Period","Project Director First Name","Project Director Middle Name","Project Director Last Name","Co-Project Director First Name","Co-Project Director Middle Name","Co-Project Director Last Name","Organization","Organization City","Organization State","Organization Postal Code","Organization Country","Year Awarded","Primary Humanities Discipline","Grant Program Name","Division or Office","Approved Outright Funds","Approved Matching Funds","Awarded Outright Funds","Awarded Matching Funds","Description"
45,"HAA-293490-23","MAYALEX: A comparative lexical database of early Mayan languages","9/1/2023 - 8/31/2025","Daniel","Aaron","Law","Mallory","E.","Matsumoto","University of Texas at Austin","Austin","TX","78712-0100","USA","2023","Ancient Languages","Digital Humanities Advancement Grants","Digital Humanities","148737","0","148737","0","<p>The expansion of an existing digital infrastructure for Indo-European languages to include creation of a set of linked online etymological dictionaries for early Mayan languages. </p><p>We request Level II DHAG funding, to expand our existing digital infrastructure for Indo-European languages, IELEX, and create MAYALEX: interlinked, extensible online etymological dictionaries for early Mayan languages. Words and their origins express the ideas, expressions, histories, and intertwining of cultures through time. Few digital resources meet the lexical needs of scholars of early Mesoamerica; still fewer invite non-specialists to explore. We will create a functional, publicly available prototype of user-friendly dictionaries that link words through their shared etymologies, starting with the Colonial Mayan language Ch’olti’. Users will be able to study words in a language of interest, explore the web of connections linking that language to others, browse words across or within languages according to form or meaning, and export their discoveries in several possible formats for further study.</p>"
45,"HAA-293491-23","Making Open-Source Georeferencing Technology Collections-Ready with the Allmaps Platform","9/1/2023 - 8/31/2026","Ian","","Spangler","","","","Norman B. Leventhal Map Center, Inc.","Boston","MA","02116-2813","USA","2023","Geography","Digital Humanities Advancement Grants","Digital Humanities","348641.16","0","348641","0","<p>The continued development of the Allmaps georeferencing platform to allow institutions with cartographic collections to better share their resources and for scholars, students, and the general public to more successfully engage with these collections.</p><p>In partnership with the American Geographical Society Library, the Leventhal Map & Education Center will build an open-source platform for georeferencing digitized cartographic collections, based on the Allmaps software library already under development. By building a patron-facing digital interface for georeferencing—a term which refers to the use of software to align scanned maps with real-world geographies—hundreds of cultural institutions around the world can make their digitized map collections newly vibrant for scholars, educators, and the public.</p>"
45,"HAA-293510-23","Migrants and the State: Unlocking the Potential of A-files for the Histories of U.S. Immigration","9/1/2023 - 3/31/2025","Sibylle","","Fischer","Ellen","","Noonan","New York University","New York","NY","10012-1019","USA","2023","Immigration History","Digital Humanities Advancement Grants","Digital Humanities","139706","0","139706","0","<p>The development of open-source machine learning methods for quickly processing historical migrant records. </p><p>Migrants and the State will facilitate and expand access to a set of historical migrant records held by the U.S. National Archives (NARA) gathered in what are known as A-files. A-files contain a wide variety of documentation specific to the experiences of individual migrants and the implementation of U.S. immigration law. While in the public domain, these A-files are currently accessible only on a file-by-file basis. This project will use 550 A-files to develop machine learning models for segmenting the contents of A-files, identifying document types (e.g. government forms, correspondence, employment records, etc.), and adding detailed metadata about them, making it possible to examine them at scale and discern currently untraceable stories and patterns across a large number of A-files. The project will also create a minimal web interface to enable focus group testing with immigration historians to gather feedback and plan for the project's next phase.</p>"
45,"HAA-296227-24","Developing OCR for Squeezes: Unlocking the Text of Greek Inscriptions Using the Krateros Database","2/1/2024 - 6/30/2025","Aaron","","Hershkowitz","Nicholas","","Howe","Institute For Advanced Study - Louis Bamberger And Mrs. Felix Fuld Fdn","Princeton","NJ","08540-4952","USA","2023","Ancient History","Digital Humanities Advancement Grants","Digital Humanities","75000","0","75000","0","<p>An exploratory effort to apply computer vision to a collection of 30,000 digitized epigraphic squeezes (paper negatives of inscriptions) to develop a new method for optical character recognition of Greek inscriptions.</p><p>Optical Character Recognition (OCR) has long been applied with increasing levels of accuracy to printed texts. More recently, spurred by advances in neural networks and increases in processing capability, OCR has also been applied successfully to manuscript texts, allowing for readable and searchable editions to be created for huge corpora of texts. This project will use the Institute for Advanced Study’s Krateros database, a digital collection featuring thousands of images of epigraphic squeezes—paper negatives of inscriptions—to develop OCR for Greek inscriptions. The project’s aims are to accelerate the publication of new analyses of historic Greek texts, draw critical attention to problem spots in existing transcriptions, and identify individual stonecutters’ handwriting. This innovative approach to humanities research will lay the groundwork for breakthrough discoveries that can transform our understanding of ancient history.</p>"
45,"HAA-296281-24","Exploring Artistic Production with the Artistic Network Toolbox (ANT)","2/1/2024 - 1/31/2026","Alexis","","Culotta","Aron","","Culotta","Administrators of the Tulane Educational Fund, The","New Orleans","LA","70118-5698","USA","2023","Art History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","149618","0","149618","0","<p>The creation of an open-source platform for network analysis of art and artists.</p><p>We seek Level II funding to develop the Artistic Network Toolbox (ANT), an open-source, user-friendly platform for scholars and students to curate, visualize, and share the relationships between art, its creators, and its contexts. While prior digital humanities projects have shown the value of network analysis to explore artistic production, doing so required expensive, one-off software development customized for each project. Instead, the goal of ANT is to democratize access to network analysis in art historical scholarship. To do so, ANT will leverage 100% open-source technologies, providing one-click generation of a fully-functional website with no programming expertise, and making database curation as simple as editing a spreadsheet. ANT will model diverse artistic connections in a dynamic network analysis that can be customized and visualized for nuanced explorations of artistic exchange.</p>"
45,"HAA-296316-24","Digital Accessibility for Blind Scholars of Antiquity","3/1/2024 - 8/31/2025","Mark","","Algee-Hewitt","Eric","James","Harvey","Stanford University","Stanford","CA","94305-2004","USA","2023","Ancient Languages","Digital Humanities Advancement Grants","Digital Humanities","149821","0","149821","0","<p>The integration of six ancient languages into an open-source Braille digital translation platform to enable the creation of digital editions and primary sources for blind and low-vision humanities students and researchers.  <br /></p><p>Inaccessible materials have prevented blind students and scholars from participating equally in the study of ancient languages, literature, and history. The solution proposed in this project will make hundreds of thousands of primary texts available to braille readers and progress these students and scholars toward more equal footing with their sighted colleagues. Nearly every blind person with a computer or mobile device will have the same immediate access to digitized texts that sighted scholars already enjoy.</p>"
45,"HAA-296330-24","Scoping Scalable Sustainable DH Infrastructure for Online Crowdsourcing","2/1/2024 - 1/31/2025","Samantha","","Blickhan","","","","Adler Planetarium & Astronomy Museum","Chicago","IL","60605-2403","USA","2023","Interdisciplinary Studies, General","Digital Humanities Advancement Grants","Digital Humanities","74968","0","74968","0","<p>An evaluative study of the underlying code, functionality, and user interface of Zooniverse, a free crowdsourcing platform for transcribing humanities documents.</p><p>This project will solicit feedback from users of key digital humanities resources that make up part of the Zooniverse crowdsourcing platform, as well as supporting a code audit, in preparation for plans to scale. These resources—user-facing tools for collaborative text transcription, and a browser-based application that supports viewing and editing of transcription project results—support teams using Zooniverse to crowdsource the transcription of historic documents, and help ensure that the labor provided by volunteer transcribers leads to high-quality, useable results. We are requesting a Level I Digital Humanities Advancement Grant to support an evaluative study of current Zooniverse infrastructure that supports the humanities. The information we learn from the proposed efforts will allow us to create a development and sustainability plan in service of adapting existing tools to support a wider user base, and building new features based on the needs of our current community.</p>"
45,"HAA-296341-24","Idrisi: An Open Library of Historical Geography of the Premodern Islamic World","5/1/2024 - 4/30/2026","Osama","","Eshera","Fateme","","Savadi","University of Maryland, College Park","College Park","MD","20742-5141","USA","2023","Near and Middle Eastern History","Digital Humanities Advancement Grants","Digital Humanities","148591","0","148591","0","<p>Creation of new datasets containing geographic locations and place names extracted from transcriptions of premodern Islamic texts that will be shared with existing open-source gazetteers and machine learning transcription software that support humanities research.  <br class=""SCXW160617712 BCX0"" style=""margin: 0px; padding: 0px; user-select: text; -webkit-user-drag: none; -webkit-tap-highlight-color: transparent; text-wrap: nowrap !important;"" /></p><p>The Dabiran Project on the Intellectual History of the Islamic World, based at the University of Maryland, seeks support for creating a new subproject, the Idrisi Digital Library of Historical Geography. Under development since 2018, the Dabiran digital infrastructure supports bibliographic metadata and text-transcriptions for digital scans of premodern Islamic manuscripts.  A Level II Digital Humanities Advancement Grant in the amount of $148,591 will allow for the expansion of Dabiran’s database and improve our capacity to record historical-geographical data, drawn directly from manuscripts of Islamic geographical works. This new data will be an indispensable resource for historians seeking to identify placenames and examine differences in their linguistic forms, geographical coordinates, and descriptions across various historical sources. The bibliographic and geographic data compiled will be published and archived on open-source repositories.</p>"
45,"HAA-296399-24","Developing a Digital Platform for the Mapping Racism and Resistance in Milwaukee County Project","2/1/2024 - 1/31/2026","Anne","","Bonds","Derek","G.","Handley","University of Wisconsin, Milwaukee","Milwaukee","WI","53211-3153","USA","2023","African American Studies","Digital Humanities Advancement Grants","Digital Humanities","147412","0","147412","0","<p>The development of a platform to map and visualize racial covenants in early 20th Century Milwaukee.</p><p>The Mapping Racism and Resistance project examines the critical role of racial covenants, as they worked together with other discriminatory housing practices, in restricting Black access to housing in Milwaukee County. We are seeking NEH DHAG funding to support 1) the development of a repository for data and digital assets generated in phase one of the project; 2) the creation of maps and web content visualizing racial covenants and Black resistance to restrictive covenants and other forms of housing discrimination in the early part of the 20th Century; and 3) the redesign and redevelopment of our website to support expanded public engagement with our digital resources on racial covenants and challenges to them in Milwaukee County.</p>"
45,"HAA-296402-24","Data Mining and Mapping Antebellum Georgia","2/1/2024 - 7/31/2025","Elizabeth","J.","West","Ras","Michael","Brown","Georgia State University Research Foundation, Inc.","Atlanta","GA","30302-3999","USA","2023","African American History","Digital Humanities Advancement Grants","Digital Humanities","75000","0","68750","0","<p>A digital mapping project focused on determining the feasibility of using digitized genealogical records and archival state maps to identify and geolocate enslaved African Americans. </p><p>This proposal seeks Level I funding in the amount of $75,000 to generate a relational database and map that will expand our understanding of Black life and geography during slavery in the United States. Where David Eltis’s Slave Voyages brought us to the shores and ports of the Americas, our proposed project, Data Mining and Mapping Antebellum Georgia (DMMAG) takes us inland, turning from the Trans-Atlantic to the Intra-American enslavement and forced migrations of Africans and African Americans. The goal of this proposal is to generate a scalable prototype for DMMAG’s proposed database and map, which will address the following question: to what extent can researchers use digitized genealogical archives and archival state maps to both identify and geolocate individual enslaved African Americans and their families before emancipation?</p>"
45,"HAA-296407-24","OCR Correction by Improving Robustness to Orthographic Variation in Yiddish, A Low Resource Language.","2/1/2024 - 1/31/2026","Amber","","Clooney","Mark","Y.","Liberman","Yiddish Book Center","Amherst","MA","01002-3375","USA","2023","Languages, Other","Digital Humanities Advancement Grants","Digital Humanities","147147","0","138319","0","<p>A partnership between the National Yiddish Book Center and the Language Data Consortium at the University of Pennsylvania to refine a method to improve error correction in optical character recognition for Yiddish.  </p><p>This proposal will support the development of an experimental system to improve error correction on the existing Yiddish Book Center optical character recognition (OCR) projects, which are the first and largest instances of OCR for Yiddish done at scale. The experimental systems will correct a 650 million word corpus (about 12,000 scanned Yiddish books) of Yiddish text produced by optical character recognition (OCR) which is available now at the Yiddish Book Center’s full-text search website (http://ocr.yiddishbookcenter.org). This corpus will double in size by 2025 upon the completion of a separate OCR project, the Universal Yiddish Library. The Universal Yiddish Library Project will add at least 10,000 additional books from multiple institutions to the existing corpus, and the OCR correction methods used for this project will be applied to the Universal Yiddish Library corpus in the future.</p>"
45,"HAA-296411-24","Between the Columns: A toolkit for periodical authorship attribution and display","1/1/2024 - 12/31/2025","Kevin","","McMullen","Jason","","Stacy","University of Nebraska, Lincoln","Lincoln","NE","68503-2427","USA","2023","American Literature","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>Refinement, expansion, and documentation of digital methods and tools to assist researchers in identifying authorship in unattributed content printed in newspapers and other periodicals.</p><p>This project seeks to create two interconnected innovations with clear utility for researchers and scholars of print culture who work with periodicals, including those without intensive DH training. First, we propose to extend and refine our successful method for the attribution of anonymous periodical writings that has the potential for broad applicability in the study of literary and historical texts. The uncertainty and fluidity of newspaper authorship that lies at the root of this attribution problem will in turn be reflected and clarified in our second innovation: an open-source web interface for the display of periodical materials that makes visible this fluidity and uncertainty of authorship, places attributed texts in the context of their larger periodical publication, and allows for user exploration of the surrounding periodical content.</p>"
45,"HAA-296412-24","Machine Learning for Large-Scale Journalism Collections","4/1/2024 - 3/31/2026","David","","Smith","Patrick","","Yott","Northeastern University","Boston","MA","02115-5005","USA","2023","Logic","Digital Humanities Advancement Grants","Digital Humanities","149934","0","149934","0","<p>The development of a computationally-assisted cataloging workflow for curators and archives to provide enhanced access to large-scale newspaper photograph collections. The <em>Boston Globe</em>’s historic photo morgue, under the stewardship of the Northeastern University Libraries, will serve as the test case for this effort.</p><p>Northeastern University will develop machine learning tools and cataloging workflows to provide access to large newspaper photograph collections. Northeastern University is home to the <em>Boston Globe</em> photo morgue, a collection of over 1 million photographic prints from the newspaper’s past editions. When these images are stored, or in the jargon “sent to the morgue”, they often vanish into the history of journalism, consigned to defunct and forgotten newspaper clippings. In the past, digitization costs have been the key factor in limiting access to journalism archives. Today, the main barrier to access is the creation of metadata sufficient to support image search, retrieval, and analysis. The tools and processes developed by this grant will allow the Northeastern University Library to catalog these images at massive scale and provide open-source, reproducible software and workflows that can be leveraged by other institutions to help revive and curate similar collections.</p>"
45,"HAA-296413-24","Machines Reading Maps Outside the Neat Line","3/1/2024 - 2/28/2026","Deborah","Ann","Holmes-Wong","Yao-Yi","","Chiang","University of Southern California","Los Angeles","CA","90089-0012","USA","2023","History, General","Digital Humanities Advancement Grants","Digital Humanities","149989","0","147756","0","<p>Further development of an existing digital toolkit, mapKurator, to enhance the ability to automatically identify, recover, and transcribe text from maps.</p><p>The University of Southern California Digital Library, the University of Minnesota’s Department of Computer Science and Engineering, Knowledge Computing Lab, and the University of Sheffield’s Digital Humanities Institute respectfully request support under the Tier II category to further develop the mapKurator pipeline to enhance its capabilities for identifying, transcribing, and recognizing semantic contexts for text on historical maps. Our team will train, test, and evaluate the pipeline to distinguish between the text representing geographic features on the map, or text “inside the neat line,” and other text on the map that includes information about the map and how to use it (metadata), details about the regions represented, cultural information, and anything else mapmakers add to contextualize maps.</p>"
45,"HAA-296417-24","North American Climate History Project","3/1/2024 - 2/28/2026","Jennifer","","Stertzer","James","P.","McClure","University of Virginia","Charlottesville","VA","22903-4833","USA","2023","U.S. History","Digital Humanities Advancement Grants","Digital Humanities","127274","0","127274","0","<p>The expansion of the North American Climate History project with the addition of new partner organizations and continued development of the data model and prototype site for a federated platform for historical weather and climate records</p><p>The North American Climate History project is a collaborative effort between the Papers of Thomas Jefferson at Princeton University, the Center for Digital Editing at the University of Virginia, and the Center for Digital Scholarship at the American Philosophical Society. The primary goal of the project is the development of a federated weather and climate records platform. This platform will support both the editorial preparation (broadly conceived) and publication of weather and climate records. Planning and development work will ultimately result in the publication of the federated North American Climate History digital resource. This digital resource will provide access to weather and climate records and will serve as a platform for projects, archives, and special collections to add materials to the federated resource.</p>"
45,"HAA-296424-24","Development of a Data Lifeboat","4/1/2024 - 9/30/2024","George","","Oates","","","","Flickr Foundation","San Francisco","CA","94104-5401","USA","2023","Interdisciplinary Studies, Other","Digital Humanities Advancement Grants","Digital Humanities","74932","0","74932","0","<p>Experimental development of digital preservation techniques, using the Flickr Commons photo-sharing platform as a case study, to create replicable models for social media archiving that would save digital networked assets for future humanities research.</p><p>The project is to research, design, and build prototype Data Lifeboat software for the Flickr photo-sharing service. Our goals are to create several rough prototypes of the software, develop a reasonably detailed understanding of the main technical challenges, prepare a survey of critical ongoing legal issues, and establish a robust design direction for further product development. This prototyping in public will contribute to the advancement of archival practice by demonstrating what the tools for archiving the essential parts of large, digitally networked cultural resources could be like and how they could work.</p>"
45,"HAA-296429-24","TPEN 3.0: A Linked Open Transcription and Annotation Service for the Next Generation","2/1/2024 - 1/31/2027","Atria","","Larson","","","","St. Louis University","St. Louis","MO","63103-2097","USA","2023","History, General","Digital Humanities Advancement Grants","Digital Humanities","349907","50000","349907","0","<p>The enhancement of the Transcription for Paleographical and Editorial Notation (TPEN) platform for transcribing texts from handwritten documents by updating the technical backend, adding new features to allow for greater use with non-Western humanities collections, and conducting outreach activities to scholarly audiences. </p><p>This project consists of a revitalization of the Transcription for Paleographical and Editorial Notation (TPEN; t-pen.org) program, a decade-old free online tool that scholars around the world use to transcribe texts from handwritten documents. The project involves updating the program to meet current web standards; developing code and standards that will contribute to the Open Source community; and designing new features for enhanced project management (including more tailored privacy and team-member role settings), an increasing array of interfaces to accommodate a wider range of textual artifact elements (e.g., right-to-left languages, charts and tables, layered texts, pictorial representations), and more and easier options for exporting transcriptions. The result will be greater functionality and interoperability for scholarship, pedagogy, and digital collection curation in the humanities with a freely accessible tool prepared for its second decade of existence.</p>"
45,"HAA-296436-24","Automated Peritext Detection in Fiction and Non-Fiction works","2/1/2024 - 1/31/2026","Ana","","Lucic","","","","Board of Trustees of the University of Illinois","Champaign","IL","61801-3620","USA","2023","Computational Linguistics","Digital Humanities Advancement Grants","Digital Humanities","75000","0","75000","0","<p>The development of a method to computationally identify the paratextual elements within the digitized book collections in the HathiTrust Research Library.</p><p>The aim of this project is to make large-scale text analysis more reliable by building tools to distinguish paratext from main text in books digitized by the HathiTrust Digital Library (HTDL).</p>"
45,"HAA-296438-24","Making the Digital Dance: Creating Access to Dance Archives Through Digital Tools and Infrastructure","6/1/2024 - 5/31/2026","Rebecca","","Salzer","","","","University of Alabama","Tuscaloosa","AL","35487-0001","USA","2024","Dance History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","150000","0","149999","0","<p>This project creates digital infrastructure to increase access to archival dance information. Leveraging the digital framework of an archive built with previous NEH support for the collection, No Boundaries: Dancing the Visions of Contemporary Black Choreographers, the research team will prototype a dance data commons based on the Wikidata integration model and create tools that enable data exchange between this commons and individual archives. Four existing digital performing arts archives, Jacob’s Pillow Archives, Brooklyn Academy of Music’s Hamm Archives, Liz Lerman Archives, and ChromaDiverse, have agreed to partner by allowing access to their data to test integration across multiple systems. This project also involves a partnership with the University of Texas at Austin, where Co-PI Gesel Mason serves as associate professor, and subcontractor/software developer Whirl-i-Gig.</p>"
45,"HAA-300527-24","Extending the London Stage Database","10/1/2024 - 9/30/2027","Mattie","","Burkert","","","","University of Oregon","Eugene","OR","97403-5219","USA","2024","Interdisciplinary Studies, Other","Digital Humanities Advancement Grants","Digital Humanities","350000","0","350000","0","<p>Continued development and revitalization of the London Stage Database, an online resource that brings together multiple sources documenting the history of British theater.</p><p>Launched in 2019 with Level II DHAG funding, the London Stage Database (londonstagedatabase.uoregon.edu) has been hailed as “field-changing” for eighteenth-century theater studies. This open-access database of nightly playhouse offerings 1660-1800 has also resonated beyond academe, logging upwards of 130,000 page views from more than 13,500 unique visitors and garnering high-profile media attention. Today, this vitally important piece of digital humanities infrastructure is ripe for upgrades that will leverage newly digitized materials and cutting-edge technologies to meet the emerging needs of a growing audience. We propose to extend the project’s reach, utility, and longevity by migrating to a more sustainable web hosting architecture; improving data discovery and interoperability through linked open data; enhancing the user experience with new content and features; deepening collaborative relationships with user communities; and building DH research capacity at the host institution.</p>" "HAA-300599-24","Windows to the World: Digital Resources for Global Educators","11/1/2024 - 10/31/2026","Vesna","","Dimitrieska","","","","Indiana University, Bloomington","Bloomington","IN","47405-7000","USA","2024","History, General","Digital Humanities Advancement Grants","Digital Humanities","149897.91","0","149897","0","<p>The creation of new user experience and accessibility features for the Windows to the World educational platform and workshops for K-12 educators. </p><p>Funding will support the project across two primary pillars of development: Platform Enhancement and Technical Development with a focus on improving user experience  and adding new features to the existing framework, and User Base Evaluation and Expansion, to support a growing cohort of Indiana teachers of all grade levels whose experience with the  platform can inform future improvements to the project’s function and form. By the end of the 24-month period of performance, we anticipate the project will have grown to reach hundreds of  new educators and thousands of students thereby connecting them with the digital humanities in an engaging, accessible, and fun manner.</p>" "HAA-300628-24","Bootstrapping Pipelines for the Computational Analysis of Literature","10/1/2024 - 4/30/2026","Seth","","Kulick","Neville","","Ryant","University of Pennsylvania","Philadelphia","PA","19104-6205","USA","2024","Computational Linguistics","Digital Humanities Advancement Grants","Digital Humanities","149996","0","149996","0","<p>The development of training data and workflows for the computational analysis of Yiddish language and literature, as a case study for other low-resource languages.</p><p>We are applying for a Level II grant to research computational methods to make possible the computational analysis of literature for low resource languages - languages for which little natural language processing training data or tools exist, but which have a large amount of text to analyze. Our main goal is to allow such software to be built with much less annotated corpora. The key activities are to research computational methods combined with a relatively small amount of new annotation to build a BookNLP pipeline for Yiddish, a particularly acute case of a low resource language.  There is a range of languages for which these tools could then be applied, resulting in pipelines for those languages (e.g. Early Modern English). The intended audience therefore consists of humanities researchers in Yiddish and other low resource languages. The outputs will be the Yiddish BookNLP pipeline, the new annotation, and the fully-documented newly developed training procedures.</p>"
45,"HAA-300638-24","Solar-Powering the Humanities: Archiving for the Future","10/1/2024 - 9/30/2026","Krista","","Caballero","Susan","Michelle","Merriam","Bard College","Annandale-on-Hudson","NY","12504-9800","USA","2024","Interdisciplinary Studies, General","Digital Humanities Advancement Grants","Digital Humanities","74445","0","68445","0","<p>Development and implementation of solar-powered archival storage to reduce the environmental impact of digital preservation, as well as documentation to support adoption of this model.</p><p>The Center for Experimental Humanities (EH) at Bard College proposes a new initiative that creatively re-envisions archives and the reliance of small institutions on external data storage providers while also significantly cutting overall contribution to institutional carbon footprint. As a proof-of-concept Level I project, we will redesign and migrate our EH digital archive, currently hosted on Amazon Web Services (AWS), to a “solar server” that we will design, prototype and self-host. Our designs will then be made available via an open-source toolkit and white paper so that other humanities centers and low-resourced programs can reimagine their archive to be self-sustaining and environmentally responsible.</p>" "HAA-300656-24","Connecting Threads: Digitally Connecting Collections, Expanding Public Engagement","11/1/2024 - 10/31/2025","Deepthi","","Murali","Jason","","Heppler","George Mason University","Fairfax","VA","22030-4444","USA","2024","Cultural History","Digital Humanities Advancement Grants","Digital Humanities","138256","0","138256","0","<p>Design and launch of a digital project on the histories of global fashion using collections from multiple cultural heritage museums and the release of open-source software designed for smaller organizations to use for building their own global history projects. <br /></p><p>Connecting Threads: Digitally Connecting Collections, Expanding Public Engagement is an open access DH project that increases access to and engagement with global fashion histories by digitally connecting relevant collections from small museums and archives with larger collections through a queryable database. The database will be used to reorient the history of global fashion towards stories that connect makers and consumers of color, specifically, South Indian cotton textile weavers and Black and Brown consumers in the Caribbean and southeastern US. Key activities include processing collected data, building digital infrastructure including front-end, beta and user testing the site. Expected outputs are: a PostgreSQL database built on a custom API web crawler and with manual data entry options; a front-end platform capable of operating as a public-facing multi-institutional catalog; and interactive visualizations combining primary sources with research generated using the database.</p>" "HAA-300778-24","Updating Seventeen Moments in Soviet History for Longevity, Accessibility and the Non-European Regions of the Former Soviet Union","10/1/2024 - 9/30/2025","James","R.","Von Geldern","","","","Macalester College","St. Paul","MN","55105-1899","USA","2024","Russian History","Digital Humanities Advancement Grants","Digital Humanities","149660.65","0","149660","0","<p>The updating of content and upgrading of the technological infrastructure of Seventeen Moments in Soviet History multimedia web resource to enhance usability and provide for long-term sustainability.</p><p>Seventeen Moments in Soviet History, originally developed in 2002 with NEH funding, is a multimedia archive offering a cross-section of Soviet life in seventeen different years. It provides users with a comprehensive experience of Soviet history through essays and primary materials, covering politics, society, culture, and economics. The site continues to attract over 700,000 unique visitors annually despite its out-of-date design. The Level II grant application seeks to update both functionalities and content. Functionality updates include ADA compliance, enhanced accessibility for diverse users and sustainability. Content updates aim to cover non-European regions of the former Soviet Union and deepen coverage of the last two decades of Soviet history. The overarching goal is to ensure longevity, accessibility, and sustained usage of the site for students and the general public.</p>" "HAA-300793-24","SubjectSpotter: Automation & Subject Tagging Historical Texts","10/1/2024 - 9/30/2026","Lindsey","","Peterson","Elizabeth","","La Beaud","University of South Dakota","Vermillion","SD","57069-2390","USA","2024","U.S. History","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>The development and testing of AI-based software that uses named entity recognition and large language models to automatically create subject tags for digitized cultural heritage materials to enhance search and usability.  </p><p>SubjectSpotter will automate the creation of subject tags in the metadata and transcriptions of cultural heritage materials. The software will be tested using the Civil War and Reconstruction Governors of Mississippi, a digital documentary edition of nineteenth century governors’ records using LLM APIs to identify subjects and match them to controlled vocabularies, and then present those identified subjects to human editors for review. By the conclusion of the project, we will produce an open source, tested workflow and reusable software library that any developer can replicate, and also integrate it into the scholarly editing tool FromThePage.</p>"
45,"HAA-300835-24","Encoding Empire: Exploring the Correspondence of Catherine the Great","10/1/2024 - 9/30/2026","Kelsey","","Rubin-Detlev","","","","University of Southern California","Los Angeles","CA","90089-0012","USA","2024","Russian Literature","Digital Humanities Advancement Grants","Digital Humanities","148962","0","148962","0","<p>Further development of a database of Catherine the Great’s correspondence, as well as tools for scholarly analysis and editing. </p><p>We are applying for a Level II DHAG to build the infrastructure needed to scale up an existing pilot database, CatCor: The Digital Correspondence of Catherine the Great, to the production stage by: 1) establishing a robust workflow on GitHub; 2) creating a coding environment based on the Linked Editing Academic Framework (LEAF-VRE); 3) enhancing LEAF software with LOD named entity lookups, integrated AI-generation and correction of translations, and detailed documentation of LEAF’s use; 4) creating a knowledge graph of Catherine’s world from the letters and linked data; and 5) building an analysis platform using open-source tools. We address DHAG’s second priority area by enhancing and designing new digital infrastructure with outputs including open-source code, platforms, and documentation. While the software and documentation are aimed at subject and DH specialists, the knowledge graph and analysis platform will provide the public with an unparalleled knowledge base about Catherine.</p>"
45,"HAA-300907-24","Toward an Archaeology of Lived Experience: Modeling Embodied Identities at Pompeii","10/1/2024 - 9/30/2026","Caitlín","Eilis","Barrett","Kathryn","L.","Gleason","Cornell University","Ithaca","NY","14850-2820","USA","2024","Archaeology","Digital Humanities Advancement Grants","Digital Humanities","150000","0","128099","0","<p>The creation of a virtual model and garden of a Pompeian house using excavation, LiDAR scanning, and integrated 3D-GIS to investigate the ways that people of different genders, ages, and physical conditions experienced domestic space. </p><p>I am applying for Level II funding for a 3D virtual modeling project based on data from an archaeological excavation that I co-direct at Pompeii: the Casa della Regina Carolina (CRC) Project at Pompeii. From 2018–2023, a joint Cornell University/University of Bologna team has documented a large but mostly unpublished Pompeian house and excavated its garden area to construct a richer, more multidisciplinary, and more inclusive account of the ways that built space shaped Roman domestic life. Using excavation, LiDAR scanning, and integrated 3D-GIS, we now seek to complete a virtual model of the house and garden as they existed in 79 CE in order to investigate the ways that people of different genders, ages, and physical conditions would have experienced domestic space.</p>"
45,"HAA-300911-24","The Archaeology of Indigenous Agricultural Landscapes: Digital Approaches to Documentation, Mapping, and Interpretation","10/1/2024 - 9/30/2027","Jesse","J.","Casana","","","","Dartmouth College","Hanover","NH","03755-1808","USA","2024","Archaeology","Digital Humanities Advancement Grants","Digital Humanities","349812.54","0","349812","0","<p>Further development of a set of remote sensing methods for archaeological sites by conducting surveys at multiple locations in the United States and collecting data on Indigenous land use features. </p><p>Although archaeological scholarship demonstrates the significance of relict agricultural landscape features to offer insights into many aspects of ancient societies, evidence of past land use practices can be difficult to recognize and is easily destroyed by modern development. The proposed project has developed a suite of digital remote sensing methods to facilitate rapid, non-destructive, non-invasive discovery, documentation, and analysis of ancient land use features. Building on existing collaborations with Indigenous communities and archaeological specialists, the proposed project will employ drone-based lidar, thermography, and infrared imaging, alongside terrestrial geophysics, to document past agricultural landscapes. With surveys in New Mexico, Wisconsin, Hawaii, and New England, results will document extensive remains of agricultural features and related sites, offering new perspectives on Indigenous land use while supporting preservation and protection efforts.</p>"
45,"HAA-300978-25","Investigating the Effect of Material Versus Digital-born Features in Automatic Handwriting Detection for Early Printed Books","2/1/2025 - 1/31/2027","David","","Smith","","","","Northeastern University","Boston","MA","02115-5005","USA","2024","Social Sciences, Other","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>Design and development of computer vision techniques and tools to improve detection of handwritten marginalia in digitized texts.  <br /></p><p>Many past digital humanities computer vision projects focus on digitization and data collection. Using library-scale digital collections, we propose a Digital Humanities Advancement Grant (Level II) to move beyond digitization and develop object detection models for localizing handwriting across digital collections of early print. We propose to investigate the relationship between digitized early print and its material source. Our project thus responds to recent calls in digital bibliography to treat digitized documents as distinct bibliographic objects. Building from preliminary research, we examine the effect of material versus digital-born features of page images for improving model performance. Our project will produce several state-of-the-art handwriting detection models, evaluated for bibliographic research tasks. We will release these models with accompanying code and documentation for use by students, researchers, and librarians.</p>"
